"Index Name","Event Date","Scrip Name","Description"
"S&P CNX 500 Equity Index","10/12/2004","Southern Petrochemicals Industries Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","Sterlite Industries (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Strides Arcolab Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Suryalakshmi Cotton Mills Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","TV Today Network Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/12/2004","Yokogawa Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/12/2004","e-Serve International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/12/2004","Jindal Photo Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/12/2004","Tata Consultancy Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/01/2005","India Gypsum Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/01/2005","UltraTech Cement Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/02/2005","Indiabulls Financial Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","18/02/2005","Jindal Iron & Steel Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/02/2005","JSL Stainless Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/02/2005","JSW Steel Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/03/2005","Bosch Chassis Systems India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/03/2005","Pharmacia Healthcare Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2005","Eveready Industries India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2005","Shriram Investments Ltd.-Merged","Inclusion into Index"
"S&P CNX 500 Equity Index","24/03/2005","NTPC Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/03/2005","Wimco Ltd.-Delisted","Exclusion from Index"
"S&P CNX 500 Equity Index","06/04/2005","Suryalakshmi Cotton Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/04/2005","Tata Metaliks Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2005","Gujarat NRE Coke Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/04/2005","ITC Hotels Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","13/04/2005","Fresenius Kabi Oncology Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/04/2005","Vardhman Holdings Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","20/04/2005","Aarti Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","20/04/2005","Agee Gold Refineries","Exclusion from Index"
"S&P CNX 500 Equity Index","20/04/2005","Eicher Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","20/04/2005","Radico Khaitan Ltd","Inclusion into Index"
"S&P CNX 500 Equity Index","20/04/2005","Wellwin Industry Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","20/04/2005","Welspun Corp Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/04/2005","Essar Steel Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/04/2005","Ind-Swift Laboratories Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","09/05/2005","IDBI Bank Ltd.-OLD","Exclusion from Index"
"S&P CNX 500 Equity Index","09/05/2005","Vishal Exports Overseas Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/06/2005","Morepen Laboratories Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/06/2005","Patel Engineering Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/08/2005","Jet Airways (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/08/2005","Tata Finance Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Ashima Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Bhansali Engineering Polymers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Consolidated Finvest & Holdings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Creative Eye Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Cybertech Systems & Software Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","DSQ Software Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Digjam Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Dwarikesh Sugar Industrial Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Gateway Distriparks Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","HSIL Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Hindustan Organic Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/09/2005","Narmada Chematur Petrochemicals Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Rajesh Exports Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/09/2005","Tamilnadu Telecommunications Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/10/2005","Bank of Punjab Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/10/2005","JSW Steel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/12/2005","Financial Technologies (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","08/12/2005","Ispat Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","14/12/2005","Essar Steel Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/12/2005","Shriram Investments Ltd.-Merged","Exclusion from Index"
"S&P CNX 500 Equity Index","06/01/2006","Shoppers Stop Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","06/01/2006","Videocon International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","03/02/2006","Flextronics Software Systems Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","03/02/2006","Infrastructure Development Finance Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","BSL Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Fertilisers and Chemicals Travancore Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Gokaldas Exports Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","Greaves Cotton Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","HSBC InvestDirect (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","HT Media Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","India Glycols Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","KDL Biotech Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Mercator Lines Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","Regency Ceramics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Shree Rama Multi Tech Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Simplex Infrastructures Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/03/2006","Tata Teleservices (Maharashtra) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/03/2006","Vinyl Chemicals (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/03/2006","Suzlon Energy Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/03/2006","Vashisti Detergents Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/04/2006","Indo Gulf Fertilisers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/04/2006","Triveni Engineering & Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/04/2006","Clariant (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","13/04/2006","Shree Renuka Sugars Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/05/2006","Munjal Auto Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","17/05/2006","Deccan Chronicle Holdings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/07/2006","Birla Global Finance Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/07/2006","Reliance Communications Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/07/2006","Videocon Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/07/2006","Williamson Tea Assam Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/07/2006","Shyam Telecom Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/07/2006","Reliance Natural Resources Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","02/08/2006","Rama Newsprint & Papers Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","02/08/2006","B L Kashyap & Sons Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/08/2006","Infomedia 18 Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/08/2006","Punj Lloyd Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/09/2006","Pentasoft Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","13/09/2006","Pentamedia Graphics Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","13/09/2006","Kitply Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","13/09/2006","Ansal Properties & Infrastructure Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/09/2006","Kirloskar Brothers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","13/09/2006","Kalpataru Power Transmission Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/09/2006","Torrent Power AEC Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/09/2006","Inox Leisure Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/09/2006","Kochi Refineries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/09/2006","Sun TV Network Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28/09/2006","Manali Petrochemical Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28/09/2006","Gitanjali Gems Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/10/2006","Mahindra & Mahindra Financial Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/10/2006","Welspun Corp Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/10/2006","Central India Polyesters Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/10/2006","United Western Bank Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/11/2006","Great Eastern Shipping Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","08/11/2006","Era Infra Engineering Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/11/2006","D.S. Kulkarni Developers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/11/2006","Television Eighteen India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/12/2006","FCL Technologies & Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/12/2006","GMR Infrastructure Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/01/2007","Nahar Spinning Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/01/2007","Nahar Investments and Holding Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/01/2007","Tech Mahindra Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/01/2007","Shree Precoated Steels Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","06/03/2007","Eicher Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","06/03/2007","Unity Infraprojects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/03/2007","Narmada Chematur Petrochemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/03/2007","Hindustan Zinc Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/03/2007","Hinduja Ventures Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/03/2007","Great Eastern Shipping Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Cinevistaas Ltd. ","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Maars Software International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Melstar Information Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Trigyn Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Jain Studios Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Tips Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","GTN Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Atlas Cycle (Haryana) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Orient Information Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Pritish Nandy Communications Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/04/2007","Noida-Toll Bridge Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Jagran Prakashan Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","McLeod Russel India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Allcargo Global Logistics Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Bombay Rayon Fashions Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Uttam Sugar Mills Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Varun Shipping Co. Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Geojit BNP Paribas Financial Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Amtek India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/04/2007","Entertainment Network India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","30/04/2007","Visualsoft Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","30/04/2007","Parsvnath Developer Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","04/06/2007","IBP Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","04/06/2007","Lanco Infratech Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2007","FCI OEN Connectors Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2007","Indiabulls Real Estate Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Patspin India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","S.B.& T. International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Jagsonpal Pharmaceuticals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","GSL Nova Petrochemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Onward Technologies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Pudumjee Pulp & Paper Mills Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Maral Overseas Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Birla Ericsson Optical Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Kakatiya Cement Sugar & Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Today's Writing Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/09/2007","Lakshmi Energy & Foods Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Oswal Chemicals & Fertilizers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Provogue (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","JM Financial Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Power Finance Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Television Eighteen India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Sobha Developers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Donear Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","Idea Cellular Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/09/2007","GTL Infrastructure Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/10/2007","Indian Petrochemicals Corporation Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/10/2007","MindTree Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/10/2007","Sri Adhikari Brothers Television Network Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/10/2007","Educomp Solutions Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/11/2007","Colgate Palmolive (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/11/2007","ibn18 Broadcast Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","07/12/2007","Essar Steel Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","07/12/2007","DLF Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/12/2007","Rain Calcining Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/12/2007","Ceat Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","26/12/2007","India Infoline Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","26/12/2007","Firstsource Solutions Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","01/01/2008","Indiabulls Financial Services Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","01/01/2008","Ackruti City Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","28/01/2008","iGate Global Solutions Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","28/01/2008","Info Edge (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/02/2008","Piramal Healthcare Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/02/2008","Wire & Wireless (I) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/02/2008","Rane Engine Valves Ltd. -old","Exclusion from Index"
"S&P CNX 500 Equity Index","15/02/2008","Rane Brake Linings Ltd. -old","Exclusion from Index"
"S&P CNX 500 Equity Index","15/02/2008","Godavari Fertilisers & Chemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/02/2008","Brabourne Enterprises Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","15/02/2008","House of Pearl Fashions Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/02/2008","Anant Raj Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/02/2008","NIIT Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","15/02/2008","ABG Shipyard Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/02/2008","Ballarpur Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/02/2008","Zee News Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","14/03/2008","Bajaj Auto Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","14/03/2008","Power Grid Corporation of India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","23/04/2008","Elgi Rubber Company Ltd. - Suspended","Exclusion from Index"
"S&P CNX 500 Equity Index","23/04/2008","Housing Development and Infrastructure Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/04/2008","Sundaram Clayton Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/04/2008","S. Kumars Nationwide Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","24/04/2008","Indiabulls Financial Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","24/04/2008","Mundra Port and Special Economic Zone Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/05/2008","LG Balakrishnan & Bros Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/05/2008","Edelweiss Capital Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Blue Star Infotech Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Zenith Computer Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Vardhman Polytex Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Archies Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Kale Consultants Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Indian Card Clothing Co. Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Kopran Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Sundaram Brake Linings Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","India Nippon Electricals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Visaka Industries Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","10/09/2008","Bajaj Auto Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Reliance Power Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","NMDC Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Rei Agro Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Bajaj Holdings & Investment Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Fortis Healthcare Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Essar Shipping Ports & Logistics Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","S. Kumars Nationwide Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Rural Electrification Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","10/09/2008","Castrol (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","22/09/2008","Rei Agro Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","22/09/2008","Reliance Petroleum Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","31/10/2008","Bosch Chassis Systems India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","31/10/2008","Bajaj Finserv Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","05/11/2008","MPS Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","05/11/2008","Omaxe Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","03/12/2008","Kothari Products Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","03/12/2008","Religare Enterprises Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","29/12/2008","Cadila Healthcare Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","29/12/2008","Colgate Palmolive (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","12/01/2009","Satyam Computer Services Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","12/01/2009","Cairn India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","25/02/2009","Punjab Tractors Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","25/02/2009","GVK Power & Infrastructures Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","INEOS ABS (India) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Foseco India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","DIC India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Maharashtra Scooters Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","NEPC India Ltd","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Summit Securities Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Sandesh Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Samtel Color Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","SML Isuzu Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Salora International Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Wire & Wireless (I) Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Wheels India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Thiru Arooran Sugars Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Vishal Exports Overseas Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Vindhya Telelinks Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","27/03/2009","Advanta India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Future Capital Holdings Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Vishal Retail Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Puravankara Projects Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Piramal Healthcare Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","UTV Software Communication Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Areva T&D India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Chettinad Cement Corporation Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","IRB Infrastructure Developers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Koutons Retail India Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","K.S. Oils Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Ballarpur Industries Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","National Fertilizers Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Jai Corp Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","27/03/2009","Dynamatic Technologies Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/04/2009","RSWM Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","17/04/2009","Motilal Oswal Financial Services Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","21/04/2009","Bongaigaon Refinery & Petrochemicals Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","21/04/2009","Cadila Healthcare Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/05/2009","Rei Agro Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","11/05/2009","Shree Precoated Steels Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","17/06/2009","Phoenix Mills Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","17/06/2009","Reliance Petroleum Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","19/06/2009","Tulip Telecom Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","19/06/2009","Welspun India Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/06/2009","Aztecsoft Ltd.","Exclusion from Index"
"S&P CNX 500 Equity Index","23/06/2009","Century Plyboards (India) Ltd.","Inclusion into Index"
"S&P CNX 500 Equity Index","31/07/2009","Reliance MediaWorks Ltd.","Exclusion from Index"
